Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
42.85,Female,65.91,1.83,177.98,136.52,58.92,1.12,1206.58,Strength,21.152319420193567,2.38,3.03,1.97,19.68,2.98,0.02,231.29,92.24,60.96,1722.0,Baked Keto Snack,Snack,Keto,39.15,278.0,126.74,450.14,Baked,20.45,104.88,4.31,Lateral Raises,4.99,21.09,Strengthens triceps and chest,341.72,"Upper Back, Rear Deltoids",Low Bar or TRX,Advanced,Chest,Wrist Extensors,Concentration curls,19.68108931290872,1842.76,0.5020512709197075,1.3994841450462752,0.6517722156895684,0.7670524778064952,515.4200000000001,51.96850627015042,765.4528000000001,7.112888942876138e+19,Medium
23.13,Female,106.75,1.94,198.19,120.04,72.92,1.36,898.42,Yoga,30.74903295062888,2.9,2.01,1.01,28.36,3.02,-0.03,153.48,62.01,41.09,2658.0,Fried Vegan Snack,Snack,Vegan,0.98,707.04,285.67,298.05,Fried,17.16,116.51,1.7,Inverted Rows,4.99,14.87,Targets abdominal muscles,343.6,Shoulders,Dumbbells or Barbell,Intermediate,Back,Quads,Russian twists,28.36380061643108,1231.77,0.4984047346501375,0.5808899297423887,0.3761475213538757,0.6056814168222413,1759.58,73.92540732520368,934.592,7.438888059103126e+19,Medium
37.62,Male,76.51,1.58,199.21,129.7,52.96,0.74,734.6,Strength,30.487610626951348,2.3,2.0,1.03,30.65,3.97,0.0,203.59,82.56,54.51,1934.0,Fried Paleo Breakfast,Breakfast,Paleo,7.72,1851.38,284.17,189.3,Fried,29.07,14.54,0.99,Windshield Wipers,4.99,24.0,Strengthens back and improves posture,350.31,"Core, Shoulders, Legs",Cable Machine or Resistance Band,Advanced,Shoulders,Lats,Bent-over rows,30.648133311969232,1635.1899999999998,0.4980216366293826,1.07907463076722,0.5247179487179486,0.6510717333467194,1199.4,53.18392910931952,518.4588,8.711948957505213e+19,High
36.0,Female,55.99,1.95,182.56,128.34,63.98,1.07,1152.71,Strength,15.611242298388463,3.4,3.98,1.97,14.72,3.01,-0.01,284.43,114.79,76.75,1595.0,Boiled Balanced Breakfast,Breakfast,Balanced,47.87,798.14,7.48,479.07,Boiled,45.39,100.23,2.19,Deadlift,5.0,24.08,Improves shoulder health and posture,345.52,"Triceps, Chest",None or Dumbbell,Beginner,Abs,Grip Strength,Hammer curl,14.724523339907956,2287.63,0.4973356705411277,2.0501875334881228,0.542755945353348,0.7030017528483786,442.29,47.2492654371323,739.4128,7.785290465410413e+19,Medium
52.06,Male,79.69,1.59,165.62,162.77,59.07,1.39,998.3,Yoga,30.37583006171512,1.5,3.01,1.97,31.52,2.99,0.0,253.55,101.05,68.07,2154.0,Roasted Keto Lunch,Lunch,Keto,13.1,1885.25,34.88,431.58,Roasted,42.4,23.94,1.99,Leg Raises,5.01,14.98,Targets lower chest,355.92,"Back, Biceps",Box or Platform,Intermediate,Abs,Posterior,Fat grip dumbbell curl,31.52169613543768,2031.03,0.4993525452602866,1.2680386497678504,0.973251994368841,0.982791933341384,1155.7,55.48350102381922,989.4576,9.919211417000477e+19,High
53.88,Female,69.62,1.52,180.05,138.62,64.86,0.76,666.98,Cardio,34.46061060689429,2.09,2.02,1.0,30.13,3.01,2.97,406.53,162.06,108.07,1773.0,Fried Balanced Breakfast,Breakfast,Balanced,41.91,119.79,118.55,411.4,Fried,4.96,105.96,4.11,Plyo Squats,5.0,20.94,Builds shoulder width,345.02,"Biceps, Forearms",Dumbbells or Barbell,Beginner,Shoulders,Lower Chest,Fat grip dumbbell curl,30.13331024930748,3246.99,0.5008084410484788,2.3277793737431773,0.6403333622710304,0.7698972507636768,1106.02,45.6285228954802,524.4304,7.693744932208586e+19,Medium
18.1,Male,64.87,1.55,184.23,160.96,58.98,1.41,1524.07,Strength,27.99183126131786,2.22,3.0,2.01,27.0,1.97,0.02,240.35,94.11,63.88,1837.0,Steamed Paleo Snack,Snack,Paleo,47.73,1959.19,167.6,309.07,Steamed,46.55,87.95,4.18,Renegade Rows,5.01,23.0,Builds unilateral leg strength and balance,358.45,Calves,Low Bar or TRX,Advanced,Abs,Triceps,Bird dog,27.00104058272633,1912.76,0.5026244798092808,1.4507476491444429,0.8142115768463075,0.8736904955761821,312.93000000000006,46.71169906078311,1010.829,1.0510079034625824e+20,High
31.18,Female,61.1,1.76,188.38,149.74,67.18,1.81,2119.33,Strength,21.467697287671395,2.7,3.99,3.01,19.72,3.01,-0.01,185.71,73.74,49.11,1766.0,Boiled Low-Carb Dinner,Dinner,Low-Carb,17.4,836.34,154.04,315.08,Boiled,22.75,11.93,2.67,Deadlifts,5.02,15.04,Builds back strength,356.51,Core,Cable Machine or Resistance Band,Advanced,Arms,Wrist Extensors,Triceps pushdowns,19.72494834710744,1479.79,0.5019901472506234,1.206873977086743,0.6811881188118812,0.7948826839367237,-353.3299999999999,47.983236957232776,1290.5662,1.0054329657395891e+20,High
46.71,Female,49.81,1.69,177.6,146.82,64.16,1.48,1419.62,Cardio,21.467977679349115,1.68,2.99,1.99,17.44,2.02,-0.02,247.95,100.29,66.38,1489.0,Boiled Keto Breakfast,Breakfast,Keto,15.3,424.32,196.4,369.66,Boiled,45.97,55.3,2.66,Lat Pulldowns,4.99,24.25,Builds upper body strength,359.13,Shoulders,Dumbbells or Barbell,Beginner,Back,Lower,Military press,17.43986555092609,1990.38,0.4982968076447713,2.0134511142340896,0.7286671368124118,0.8266891891891892,69.38000000000011,39.11680031791621,1063.0248,1.0674064480318746e+20,High
55.03,Male,117.69,1.72,162.91,167.89,66.89,0.76,667.58,Cardio,35.0,2.6,2.99,1.0,39.78,2.99,0.02,210.05,83.78,55.66,3159.0,Raw Low-Carb Dinner,Dinner,Low-Carb,8.17,871.86,94.69,132.46,Raw,18.74,48.2,1.31,Pull-ups,5.0,24.16,Targets biceps and forearms,345.59,"Quadriceps, Calves, Glutes",Step or Box,Advanced,Forearms,Posterior,Russian twists,39.7816387236344,1676.2600000000002,0.5012348919618674,0.7118701673889031,1.0518641949593834,1.0305690258424896,2491.42,76.4985,525.2968,7.798182846983066e+19,Medium
32.94,Male,58.21,1.67,175.27,124.06,54.93,0.91,801.53,Cardio,21.843888492371534,1.9,3.0,1.01,20.87,2.01,-0.0,247.66,98.21,65.95,1647.0,Fried Low-Carb Lunch,Lunch,Low-Carb,43.06,2109.54,211.44,401.97,Fried,54.46,6.36,4.71,Rows,5.0,22.02,Improves coordination and cardiovascular health,360.7,"Quadriceps, Calves, Glutes",Dumbbells,Intermediate,Arms,Lower Chest,Seated cable rows,20.872028398293235,1977.03,0.5010748445901174,1.687167153410067,0.5744557088249957,0.7078222171506818,845.47,45.49467250859053,656.474,1.106128575587857e+20,Very High
55.58,Male,90.55,1.61,162.83,168.02,51.16,1.39,999.97,Yoga,33.41867906231963,2.31,2.98,1.99,34.93,3.02,1.0,270.41,109.23,72.0,2494.0,Grilled Low-Carb Dinner,Dinner,Low-Carb,17.55,394.9,67.59,492.83,Grilled,32.68,81.46,2.31,Jumping Jacks,4.0,18.88,Improves core rotation strength,341.62,"Core, Shoulders, Legs",Wall,Intermediate,Abs,Quads,Bent-over lateral raises,34.93306585394082,2166.5600000000004,0.4992430396573369,1.2062948647156269,1.0464762245903108,1.0318737333415218,1494.03,60.28938610906957,949.7036,7.095905565457356e+19,Medium
30.84,Female,78.05,1.71,189.75,136.41,51.73,1.26,1661.81,HIIT,26.652468251006407,1.8,4.0,1.99,26.69,2.01,1.02,222.46,88.71,59.25,2178.0,Grilled Vegetarian Lunch,Lunch,Vegetarian,14.95,307.28,230.8,403.13,Grilled,59.19,71.95,1.82,Bulgarian Split Squats,4.0,24.01,Improves coordination and cardiovascular health,352.36,"Obliques, Core",Cable Machine,Beginner,Legs,Anterior,Cable crossovers,26.69197359871413,1777.93,0.5004921453600536,1.1365791159513132,0.6135342703955948,0.7188932806324111,516.19,57.2477485300895,887.9472000000001,9.137232439292545e+19,High
22.86,Male,61.16,1.62,193.18,168.11,69.01,1.6,2289.76,HIIT,25.21101782681584,2.71,4.98,3.01,23.3,3.0,0.02,217.88,88.08,58.67,1685.0,Grilled Vegetarian Dinner,Dinner,Vegetarian,43.85,501.72,170.77,338.18,Grilled,43.05,55.42,2.61,Bicycle Crunches,5.01,23.05,Strengthens lower abs and hip flexors,352.03,"Core, Lower Back",Kettlebell,Intermediate,Back,Quads,Lateral raises,23.30437433318092,1751.87,0.4974798358325675,1.4401569653368216,0.7980993798824193,0.8702246609379853,-604.7600000000002,45.74094149711943,1126.496,9.06756557152094e+19,High
51.04,Female,57.42,1.77,176.85,122.8,72.23,1.08,1167.37,Strength,21.05278738942768,2.1,3.98,2.01,18.33,2.0,0.98,332.07,133.52,88.44,1531.0,Grilled Keto Dinner,Dinner,Keto,39.04,890.77,269.77,247.55,Grilled,57.86,113.42,2.03,Leg Raises,5.02,20.08,Improves back strength and posture,346.19,"Quadriceps, Calves, Glutes",Bench or Chair,Intermediate,Chest,Triceps,Romanian deadlifts,18.32806664751508,2658.32,0.499668963856872,2.325322187391153,0.4833683808067291,0.6943737630760531,363.6300000000001,45.33148948099063,747.7704,7.909460113738564e+19,Medium
57.54,Male,58.41,1.66,171.89,160.67,60.22,1.2,1188.0,Strength,27.79278898666688,2.91,1.98,1.0,21.2,3.02,0.03,247.29,98.54,66.07,1536.0,Roasted Vegan Dinner,Dinner,Vegan,20.97,2157.89,72.96,403.96,Roasted,41.27,110.72,1.19,Push-ups,4.02,18.94,Strengthens shoulders,335.5,"Glutes, Hamstrings, Core",Cable Machine,Intermediate,Chest,Lower,Cable crossovers,21.19683553491073,1977.95,0.5000935311812735,1.6870398904297212,0.8995253873018716,0.9347256966664728,348.0,42.17623195288787,805.1999999999999,6.121900512334007e+19,Low
51.83,Male,79.35,1.59,166.02,162.79,59.02,1.39,1498.7,Strength,30.20162599567476,1.51,3.02,1.98,31.39,3.0,0.0,250.15,100.95,67.23,2281.0,Raw Vegetarian Breakfast,Breakfast,Vegetarian,12.74,1869.45,33.98,432.32,Raw,42.3,22.76,2.01,Seated Rows,4.99,15.05,Combines lower body and upper body strength,355.27,"Quadriceps, Glutes",Box or Platform,Beginner,Forearms,Grip Strength,Concentration curls,31.38720778450219,2009.4700000000005,0.4979422434771357,1.2722117202268433,0.9698130841121494,0.980544512709312,782.3,55.38500977243208,987.6505999999998,9.77220031692132e+19,High
32.85,Female,113.45,1.99,168.86,125.21,58.0,1.39,1377.35,Strength,29.732213370178787,3.43,1.98,1.01,28.65,3.0,0.04,240.46,96.18,64.92,3027.0,Steamed Vegetarian Dinner,Dinner,Vegetarian,32.2,91.25,143.0,187.9,Steamed,33.34,87.35,3.67,Bicycle Crunches,5.01,24.98,Strengthens shoulders,355.65,"Shoulders, Triceps",Step or Box,Intermediate,Shoulders,Triceps,Barbell hip thrusts,28.648266457917728,1930.84,0.4981458846926727,0.8477743499338917,0.6062601479343315,0.741501835840341,1649.65,79.71880393153216,988.707,9.857911197639683e+19,High
32.0,Male,65.17,1.62,185.72,128.38,62.89,0.58,701.16,HIIT,25.778764015083627,3.43,1.99,1.0,24.83,2.0,1.99,243.33,97.9,65.07,1972.0,Raw Low-Carb Lunch,Lunch,Low-Carb,41.52,1914.76,39.83,225.05,Raw,42.15,87.75,2.78,Scissors Kicks,4.0,23.0,Improves posture and strengthens upper back,345.31,"Legs, Core",None or Dumbbells,Beginner,Back,Posterior,Barbell rows,24.832342630696537,1950.55,0.498997718592192,1.502224950130428,0.5331759342180249,0.6912556536721947,1270.84,48.36997949137,400.5596,7.746725524398804e+19,Medium
19.91,Female,72.71,1.73,198.88,159.87,68.01,1.26,1211.62,Cardio,27.003930977753843,2.5,3.01,2.02,24.29,2.02,-0.03,195.21,77.12,51.52,1842.0,Fried Keto Breakfast,Breakfast,Keto,46.07,1522.27,287.4,265.04,Fried,11.98,58.32,2.5,Push Ups,5.0,24.97,Advanced core exercise,333.39,"Upper Back, Rear Deltoids",Step or Box,Advanced,Forearms,Lats,Leg extensions,24.29416285208326,1553.0000000000002,0.502794591113973,1.0606519048273966,0.7019179338274624,0.8038515687851971,630.3800000000001,53.07544178607517,840.1428,5.8144458947189735e+19,Low
27.7,Female,61.94,1.6,178.11,129.14,62.3,1.1,1188.0,Strength,27.643474608637177,1.72,2.99,2.0,24.2,1.99,-0.01,239.47,95.14,63.9,1855.0,Roasted Balanced Breakfast,Breakfast,Balanced,42.13,1870.75,198.81,152.55,Roasted,59.18,90.53,4.68,Leg Press,4.01,17.07,Strengthens triceps and chest,354.57,Core,None or Dumbbells,Intermediate,Abs,Anterior,Decline dumbbell flyes,24.1953125,1913.54,0.5005800767164522,1.536002583144979,0.5771522321043087,0.7250575487058558,667.0,44.81763182741013,780.0540000000001,9.616023155062384e+19,High
27.16,Male,80.89,1.61,170.09,165.88,52.07,1.75,1822.8,Cardio,30.858090829603587,3.49,3.98,3.02,31.21,2.01,-0.0,198.98,79.02,52.78,2231.0,Baked Vegetarian Snack,Snack,Vegetarian,39.98,1472.89,1.38,386.26,Baked,46.68,86.08,4.76,Tricep Dips,5.0,25.02,Improves shoulder health and posture,343.42,"Lower Abs, Hip Flexors",Bench or Chair,Advanced,Back,Wrist Extensors,Hammer curls,31.20635777940665,1587.02,0.5015185693942105,0.9768821856842624,0.9643280799864428,0.9752483979069904,408.2000000000001,55.92889032793367,1201.97,7.407117653553204e+19,Medium
31.27,Male,49.13,1.51,195.03,131.15,59.84,1.49,1313.58,Cardio,21.33380168994869,2.03,2.0,1.02,21.55,3.02,-0.03,229.07,91.66,60.72,1263.0,Raw Vegetarian Lunch,Lunch,Vegetarian,40.74,1992.51,270.4,200.48,Raw,21.88,73.54,3.71,Step-ups,3.01,11.94,Builds lower body power,164.33,"Biceps, Forearms",Step or Box,Advanced,Shoulders,Anterior,Seated cable rows,21.547300556993115,1829.4,0.5008636711490105,1.8656625279869727,0.5274798431836675,0.6724606470799365,-50.57999999999993,38.648703229728206,489.7034,1.814092471242475e+17,Low
34.07,Male,52.31,1.78,171.2,129.75,53.01,1.38,1491.64,Strength,19.262749390953864,2.71,3.99,2.01,16.51,2.0,-0.02,212.45,84.39,56.46,1326.0,Roasted Paleo Lunch,Lunch,Paleo,13.47,721.1,2.16,185.01,Roasted,9.11,113.25,3.91,Step-ups,4.01,20.93,Improves core stability and upper body strength,359.87,"Chest, Triceps, Shoulders",Wall,Beginner,Back,Wrist Flexors,Romanian deadlifts,16.509910364852924,1695.5,0.5012090828664111,1.6132670617472755,0.6492935104492766,0.7578855140186916,-165.6400000000001,42.23365579359204,993.2412,1.0855067578204027e+20,High
25.77,Female,61.86,1.61,198.01,139.24,58.07,1.88,2197.91,Strength,23.73435539737774,2.69,3.97,2.99,23.86,3.01,1.04,314.24,126.87,84.22,1826.0,Grilled Vegetarian Snack,Snack,Vegetarian,37.52,2515.16,10.4,126.46,Grilled,18.25,22.33,5.02,Dips,4.0,23.92,Improves flexibility,353.45,"Quadriceps, Hamstrings, Glutes",None or Dumbbells,Beginner,Arms,Quads,Incline dumbbell flyes,23.86482003009143,2522.42,0.4983151100926887,2.050921435499516,0.5800343004144635,0.703196808242008,-371.9099999999999,47.17792775118213,1328.972,9.370695416926292e+19,High
33.0,Female,81.56,1.99,184.21,136.99,51.02,1.59,1239.25,Yoga,21.943758581462703,3.5,4.01,2.99,20.6,2.01,-0.0,194.13,78.72,51.17,2356.0,Raw Vegan Dinner,Dinner,Vegan,24.22,1199.7,42.79,373.69,Raw,39.33,52.32,1.9,Kettlebell Swings,5.01,14.89,Improves balance and leg strength,339.48,"Glutes, Hamstrings, Core",Resistance Band or Cable Machine,Advanced,Arms,Wrist Extensors,Barbell curls,20.595439509103304,1551.93,0.5003576192225164,0.9651790093182931,0.6454688790449733,0.7436621247489279,1116.75,63.662670500959024,1079.5464000000002,6.740892530162235e+19,Medium
34.33,Female,75.22,1.94,181.3,141.03,71.94,1.18,1274.4,Strength,23.47970957159633,2.39,4.01,2.0,19.99,2.99,4.04,401.27,161.08,107.66,2169.0,Roasted Vegan Breakfast,Breakfast,Vegan,37.42,2303.98,184.66,288.51,Roasted,46.71,116.98,1.51,Flutter Kicks,4.01,25.06,Improves unilateral leg strength and balance,348.62,"Core, Lower Back",None or Dumbbell,Advanced,Arms,Lower,Face pulls,19.986183441385908,3218.34,0.4987291585102879,2.1414517415580963,0.6317666422823701,0.7778819635962493,894.5999999999999,57.55856246024524,822.7432,8.374520370272975e+19,High
21.02,Female,88.76,1.6,198.47,121.11,66.93,1.71,2003.78,Strength,34.98994296395944,3.52,3.99,3.02,34.67,3.01,0.02,299.23,119.0,80.25,2427.0,Fried Balanced Lunch,Lunch,Balanced,11.65,2160.93,206.18,408.57,Fried,51.14,108.52,2.31,Tricep Dips,3.99,18.93,Improves unilateral leg strength and balance,333.22,"Lower Chest, Triceps",Cable Machine,Beginner,Chest,Upper,Bicycle crunches,34.67187499999999,2395.17,0.4997223579119645,1.340694006309148,0.4118899194161471,0.6102181689927949,423.22,57.702926625189605,1139.6124,5.790275526542054e+19,Low
43.14,Male,96.15,1.77,197.92,151.14,49.95,1.08,1306.8,HIIT,31.105423670266354,3.41,3.0,1.0,30.69,3.04,-0.01,206.59,82.25,55.03,2576.0,Steamed Balanced Breakfast,Breakfast,Balanced,48.31,1620.24,114.12,497.19,Steamed,30.02,36.19,2.0,Seated Rows,5.01,22.04,Builds chest strength,369.93,"Shoulders, Triceps",Bench or Step,Beginner,Shoulders,Lateral,Dumbbell flyes,30.690414631810786,1650.63,0.5006330916074468,0.8554342173686947,0.6838548354396161,0.7636418755052546,1269.2,66.2421351410389,799.0488,1.3597243850694608e+20,Very High
31.73,Female,107.82,1.8,171.66,138.28,53.18,1.27,1538.1,HIIT,34.90885153061687,3.49,3.0,1.01,33.28,4.0,3.98,395.09,158.33,105.43,3044.0,Raw Keto Snack,Snack,Keto,48.42,1562.9,236.03,395.79,Raw,44.26,47.7,3.8,Plyometric Push-ups,3.0,19.98,Targets upper chest,189.95,"Upper Back, Rear Deltoids",Dumbbells,Intermediate,Shoulders,Grip Strength,Cable crossovers,33.27777777777777,3162.55,0.4997106765110432,1.4684659617881657,0.7182646860229575,0.8055458464406385,1505.9,70.18127627968889,482.473,5.904683002112504e+17,Low
22.14,Male,106.95,1.82,169.93,129.94,49.91,1.0,718.8,Yoga,29.64221168252966,2.3,3.98,1.98,32.29,2.01,-0.0,205.6,82.34,55.34,2915.0,Steamed Low-Carb Lunch,Lunch,Low-Carb,3.92,2394.63,6.4,406.86,Steamed,38.6,101.78,2.31,Incline Push-ups,4.0,16.04,Builds lower body power and endurance,372.45,Triceps,Dumbbells,Beginner,Legs,Quads,Fat grip dumbbell curl,32.287767177877065,1649.8200000000002,0.4984786219102689,0.7698924731182796,0.6668055324112647,0.7646678043900429,2196.2,75.24765460553454,744.9,1.437270670791769e+20,Very High
52.33,Male,68.5,1.63,178.95,148.31,67.26,1.17,1159.35,Strength,29.49424444687395,2.39,3.02,1.01,25.78,1.98,0.01,229.57,91.55,61.65,1906.0,Roasted Keto Breakfast,Breakfast,Keto,32.36,2394.24,15.54,298.56,Roasted,22.72,52.6,1.62,Inverted Rows,4.01,14.85,Builds explosive power,340.72,"Triceps, Chest",Bench or Chair,Intermediate,Chest,Lower,Bicep Curls,25.7819263050924,1839.33,0.4992470084215448,1.3364963503649634,0.7256692631390457,0.8287789885442862,746.6500000000001,48.29644255389135,797.2848,6.944649974571399e+19,Medium
54.23,Female,55.5,1.71,163.93,152.05,67.07,0.79,954.16,HIIT,22.25393959512692,2.79,2.01,1.0,18.98,2.0,1.01,285.06,115.3,76.39,1314.0,Grilled Balanced Breakfast,Breakfast,Balanced,42.1,2084.33,284.83,170.68,Grilled,38.97,106.31,4.74,Bird Dogs,3.98,15.02,Builds back strength,351.46,"Biceps, Forearms",Box or Platform,Beginner,Chest,Triceps,Close-grip bench press,18.98019903560069,2288.95,0.4981498066799187,2.0774774774774776,0.8773487507743135,0.9275300433111694,359.84000000000003,43.14906352470456,555.3068,8.948329760973536e+19,High
21.81,Male,96.58,1.63,180.43,161.92,62.0,1.35,1777.54,HIIT,35.0,2.42,4.0,1.97,36.35,2.99,0.02,272.63,109.19,72.14,2662.0,Fried Vegetarian Snack,Snack,Vegetarian,18.05,69.13,178.81,215.3,Fried,44.45,84.63,4.37,Shoulder Press,4.01,24.08,Strengthens shoulders,352.44,"Lower Abs, Hip Flexors",Resistance Band or Cable Machine,Advanced,Forearms,Lateral,Wrist curl,36.35063419774926,2176.54,0.5010337508155145,1.1305653344377715,0.8437051422781389,0.8974117386243972,884.46,62.777,951.588,9.15419197512597e+19,High
31.05,Male,57.37,1.56,161.49,123.8,49.91,1.8,1404.0,Yoga,23.448764913418408,2.7,4.99,3.0,23.57,3.0,0.02,311.39,123.74,82.62,1594.0,Raw Low-Carb Breakfast,Breakfast,Low-Carb,44.3,1599.44,204.53,502.02,Raw,13.81,117.58,2.63,Deadlifts,4.99,22.93,Improves core rotation strength,357.41,"Quadriceps, Calves, Glutes",Dumbbells,Advanced,Abs,Lateral,Pull-ups,23.5741288625904,2484.1,0.5014129865947425,2.1568764162454244,0.6622154507976339,0.7666109356616508,190.0,43.91744356917186,1286.6760000000002,1.0263555100224251e+20,High
41.22,Female,82.03,1.87,167.07,127.88,58.94,1.86,2172.85,Strength,23.27915949568176,3.53,5.02,2.98,23.46,2.98,-0.0,315.65,125.82,83.77,2130.0,Fried Vegan Lunch,Lunch,Vegan,38.64,1224.27,155.93,405.96,Fried,60.05,49.7,1.2,Bulgarian Split Squats,5.01,19.0,Targets lower abs,344.37,"Lower Back, Glutes",Step or Box,Advanced,Chest,Upper,Cable crossovers,23.457919871886524,2519.81,0.5010695250832404,1.5338290869194195,0.6375658929066864,0.7654276650505776,-42.84999999999991,62.934105465692255,1281.0564000000002,7.576149366072597e+19,Medium
40.66,Male,82.14,1.66,176.91,138.95,74.02,1.97,2304.9,Strength,29.3014040177354,3.49,4.99,3.0,29.81,4.01,2.02,267.04,106.02,70.61,2330.0,Baked Vegan Snack,Snack,Vegan,45.28,630.31,84.14,212.8,Baked,28.6,4.63,3.05,Deadlift,3.99,15.09,Strengthens lower body,346.84,"Obliques, Core",Resistance Band or Cable Machine,Intermediate,Abs,Grip Strength,Hyperextensions,29.808390187255046,2127.73,0.5020185831848966,1.2907231555880203,0.6310622995432014,0.7854276185631112,25.09999999999991,58.07182673983214,1366.5495999999998,8.031581363377771e+19,Medium
