city,country,latitude,longitude,year,month,pm25_ugm3,no2_ugm3,data_quality,measurement_method,data_source
Delhi,India,28.7041,77.1025,2016,9,122.44,73.88,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,11,161.82,56.16,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2016,12,54.53,58.49,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,1,182.79,66.61,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,2,247.43,83.61,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,3,262.99,54.22,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,4,143.5,100.53,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,5,172.13,72.52,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,6,185.06,54.65,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,7,216.01,96.73,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,8,96.84,61.78,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,10,142.28,38.65,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,11,59.05,33.44,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2017,12,85.74,62.01,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,1,72.56,73.81,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,2,201.51,59.13,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,3,131.51,49.25,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,4,165.02,65.59,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,5,211.66,47.87,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,6,140.61,52.31,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,7,63.17,108.86,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,8,58.69,43.34,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,9,93.84,81.33,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,10,107.13,43.67,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,11,156.59,57.9,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2018,12,93.57,47.33,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,1,206.57,59.99,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,2,95.12,44.81,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,3,105.22,72.89,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,4,239.53,90.58,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,5,106.1,86.27,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,6,180.07,48.21,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,7,107.08,57.38,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,8,164.03,57.57,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,9,69.06,87.82,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,10,113.45,54.81,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,11,87.2,46.93,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2019,12,128.7,43.4,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,1,114.76,50.25,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,2,234.63,36.11,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,3,108.56,65.53,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,4,225.81,56.5,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,5,250.72,102.99,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,6,208.07,105.03,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,7,86.8,45.17,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,8,176.61,53.17,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,9,130.68,88.7,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,10,149.2,51.24,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,11,106.06,48.82,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2020,12,148.02,63.29,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,1,110.71,54.98,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,2,65.57,61.81,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,3,84.99,79.18,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,4,274.18,72.72,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,5,80.46,81.92,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,6,220.86,69.28,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,7,194.35,68.59,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,8,100.38,81.05,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,9,92.45,41.17,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,10,124.48,54.51,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,11,50.93,40.57,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2021,12,113.06,53.5,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,1,66.23,58.36,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,2,159.15,76.88,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,3,76.78,74.51,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,4,74.32,56.83,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,5,195.0,55.59,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,6,152.83,75.54,Poor,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,7,61.71,105.17,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,8,156.34,67.52,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,9,146.22,86.66,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,10,60.73,58.46,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,11,79.06,60.7,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2022,12,153.97,54.9,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,1,211.44,58.76,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,2,126.84,66.83,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,3,118.49,76.68,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,4,214.89,57.8,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,5,159.22,82.47,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,6,196.11,97.95,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,7,103.08,86.55,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,8,143.38,82.44,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,9,87.64,51.75,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,10,116.77,38.69,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,11,139.61,69.8,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2023,12,102.54,67.06,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,1,57.61,66.42,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,2,246.72,66.94,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,3,118.41,74.33,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,4,247.1,51.75,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,5,114.05,48.77,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,6,93.81,92.8,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,7,109.68,80.44,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,8,98.13,90.19,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,10,99.52,52.22,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2024,12,135.32,72.12,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,1,213.87,44.75,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,2,92.96,53.22,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,3,87.84,61.16,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,4,96.02,59.17,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,5,129.67,89.58,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,6,141.68,60.85,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,7,149.92,66.57,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,8,61.94,93.84,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,9,114.94,64.28,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,10,99.82,57.39,Moderate,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,11,126.27,36.23,Good,Federal Reference Method,WHO_Database
Delhi,India,28.7041,77.1025,2025,12,154.29,66.35,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,1999,2,52.45,24.29,Poor,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,1999,3,61.42,51.03,Good,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,1999,5,54.82,46.46,Moderate,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,1999,6,59.36,27.85,Good,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2000,5,69.75,66.05,Good,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2000,6,68.12,66.81,Moderate,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2001,2,57.42,36.55,Moderate,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2001,3,57.78,66.44,Good,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2001,4,51.87,54.75,Poor,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2003,3,53.92,41.62,Moderate,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2003,5,71.91,59.83,Good,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2003,6,63.28,41.39,Good,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2004,2,67.94,45.09,Good,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2004,3,61.2,37.27,Good,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2004,4,73.43,72.89,Poor,Reference/Equivalent Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2005,2,64.65,28.99,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2005,3,67.02,27.26,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2005,6,50.32,50.26,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2006,4,54.27,42.83,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2006,5,69.12,77.87,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2007,1,56.17,32.61,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2007,4,50.72,34.77,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2008,3,59.42,68.27,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2008,7,52.01,42.19,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2009,3,54.04,46.47,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2009,4,68.68,60.37,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2009,6,62.45,42.55,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2009,8,50.17,42.95,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2010,2,60.91,41.51,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2010,4,73.3,61.78,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2010,7,60.39,59.51,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2010,12,55.43,59.49,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2011,2,71.39,49.82,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2011,3,67.42,58.11,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2011,4,66.03,56.75,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2011,5,67.66,56.91,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2011,6,65.1,71.86,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2011,8,52.42,32.39,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2011,12,55.11,22.37,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2012,3,65.01,31.29,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2012,4,65.47,76.52,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2012,5,76.95,80.22,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2012,7,62.79,76.12,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2013,3,51.12,66.58,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2013,5,52.77,59.66,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2013,6,60.1,34.31,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2014,1,56.82,43.59,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2014,2,73.63,55.93,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2014,6,71.26,56.94,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2015,1,57.66,55.55,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2015,3,66.09,70.38,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2015,4,74.78,68.14,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2016,2,59.91,53.55,Poor,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2016,3,57.88,56.29,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2016,4,64.44,67.29,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2016,7,55.33,48.13,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2017,2,59.73,41.01,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2017,3,68.04,66.08,Poor,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2017,4,62.54,52.12,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2017,6,75.16,28.99,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2018,1,52.87,54.54,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2018,3,63.75,43.28,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2018,4,76.5,60.46,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2018,6,52.64,87.56,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2019,2,62.93,58.69,Poor,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2019,6,61.29,74.66,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2019,7,53.31,50.98,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2020,2,63.56,36.21,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2020,3,59.15,35.62,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2020,4,56.14,51.02,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2020,6,53.16,81.43,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2021,3,58.4,25.43,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2021,4,72.4,56.6,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2021,5,69.05,43.92,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2021,6,53.13,38.93,Moderate,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2022,3,70.11,55.78,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2022,5,69.46,84.69,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2022,6,74.53,67.7,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2023,1,54.28,29.41,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2023,2,67.24,60.89,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2023,4,61.64,35.07,Poor,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2023,5,63.75,72.05,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2023,6,61.52,74.97,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2024,3,77.1,73.37,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2024,6,70.97,60.5,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2024,7,59.88,36.5,Good,Federal Reference Method,WHO_Database
São Paulo,Brazil,-23.5505,-46.6333,2025,8,50.63,64.39,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,1999,2,87.47,35.38,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,1999,3,94.79,31.61,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,1999,4,79.18,56.94,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,1999,6,50.66,37.84,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,1999,7,60.18,84.75,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2000,2,84.86,31.08,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2000,3,96.97,45.02,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2000,4,86.85,59.91,Poor,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2000,5,59.7,72.28,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2000,6,57.14,82.01,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2000,8,54.48,78.5,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2000,10,54.38,52.36,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2001,1,67.16,53.59,Poor,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2001,2,91.47,49.88,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2001,3,60.01,65.14,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2001,5,63.19,53.29,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2001,6,73.66,51.8,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2001,7,59.25,63.79,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2001,11,52.13,53.43,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2001,12,50.66,27.12,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2002,2,55.94,43.15,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2002,4,54.92,67.96,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2002,5,57.34,64.12,Poor,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2002,7,77.16,87.66,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2003,4,103.98,46.6,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2003,5,68.37,79.19,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2003,6,72.21,37.2,Poor,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2004,1,61.22,26.59,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2004,3,78.89,33.74,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2004,4,102.05,39.08,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2004,5,78.66,75.87,Good,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2004,8,57.89,64.27,Moderate,Reference/Equivalent Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2005,1,72.29,44.23,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2005,4,50.22,40.67,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2005,5,81.71,84.64,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2006,4,74.21,37.23,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2006,5,74.1,78.2,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2006,6,64.48,43.5,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2006,8,59.0,67.85,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2007,2,67.06,35.71,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2007,3,93.77,50.32,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2007,4,83.06,78.39,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2007,5,59.51,67.01,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2007,6,76.85,89.03,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2008,1,69.61,32.54,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2008,2,53.15,30.3,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2008,4,77.59,43.25,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2008,7,67.84,72.88,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2008,9,59.27,40.2,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2009,1,53.57,50.83,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2009,2,61.35,65.66,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2009,5,64.65,55.75,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2009,6,89.88,88.14,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2009,7,64.47,65.34,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2009,12,56.73,36.04,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,1,84.89,52.68,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,2,77.59,32.9,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,3,71.32,51.17,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,4,61.83,86.02,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,5,67.79,93.46,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,6,58.32,73.52,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,8,71.0,40.29,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,10,56.66,30.55,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2010,12,63.14,31.82,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,2,65.02,54.74,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,3,98.33,72.01,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,4,69.1,89.37,Moderate,Federal Reference Method,WHO_Database
